user_id,segment,city,neighborhood,lat,lng
synth_u_7066f5ae,explorer,İstanbul,Beşiktaş,41.046440915875074,28.979209988298088
synth_u_ae64c6d9,loyal,İstanbul,Kadıköy,41.00488660352742,29.0467370226437
synth_u_6102222a,budget,Ankara,Çankaya,39.88529875453914,32.864749977295986
synth_u_f94b8cc7,loyal,İstanbul,Beşiktaş,41.044924112907,29.025878902823898
synth_u_cb9d788d,loyal,İstanbul,Şişli,41.068580376196664,28.97802591345962
synth_u_9d5d5f37,healthy,İstanbul,Beşiktaş,41.01923383223386,28.97507306055437
synth_u_64f5c9db,healthy,İstanbul,Beşiktaş,41.01961043708157,29.018796002468612
synth_u_0f42c40e,premium,İstanbul,Kadıköy,40.98163397238273,29.028713752710832
synth_u_ecd8be2e,loyal,İstanbul,Beşiktaş,41.02292496479595,29.04061281903032
synth_u_0e9387f5,loyal,İstanbul,Beşiktaş,41.041339077997,29.002739091279903
synth_u_5397cd8f,budget,İstanbul,Şişli,41.05516911475783,28.98473610203934
synth_u_5714aae4,explorer,İstanbul,Üsküdar,41.03060160817811,28.983819214065324
synth_u_4ea91344,loyal,İstanbul,Sarıyer,41.153213855887586,29.024555654675904
synth_u_f6a590c1,explorer,İstanbul,Beşiktaş,41.04077989558924,29.03623898992193
synth_u_1bf859ed,loyal,İstanbul,Sarıyer,41.16952028715945,29.01453029095055
synth_u_8de9c1b2,healthy,İzmir,Konak,38.44224686394638,27.152757144308204
synth_u_8c113c55,loyal,İstanbul,Beyoğlu,41.05561083210974,29.006039607070974
synth_u_f036b4f3,budget,İzmir,Konak,38.40650827341471,27.148298540476194
synth_u_2848f41e,loyal,İstanbul,Bakırköy,40.989859746887326,28.892088056294543
synth_u_637bf33c,explorer,İstanbul,Kadıköy,40.979811233810516,29.061265369307105
synth_u_1a4c9b41,explorer,İstanbul,Kadıköy,40.98072458431188,28.995484644997738
synth_u_a0ab0e8b,loyal,İstanbul,Sarıyer,41.14828285015889,29.079885925714997
synth_u_0ab33751,healthy,İstanbul,Kadıköy,40.967446533155446,29.05361071577443
synth_u_b11d0ba7,budget,Ankara,Çankaya,39.88968191069127,32.86946010042791
synth_u_28ae24e5,healthy,İstanbul,Üsküdar,41.02622577966725,29.002143449437657
synth_u_2615a6cb,premium,İstanbul,Bakırköy,40.96327491635762,28.864338498015957
synth_u_49e0fe40,explorer,İstanbul,Şişli,41.082490180092194,29.018336422263406
synth_u_36cc3207,healthy,İzmir,Konak,38.44601602420838,27.09925849154068
synth_u_b8e5de62,loyal,İstanbul,Kadıköy,40.982638315403484,28.99682014166186
synth_u_84e3685f,loyal,İstanbul,Kadıköy,41.00884026781837,29.042275968104985
synth_u_61fe7af5,loyal,İstanbul,Maltepe,40.93746436176228,29.142311079264754
synth_u_b91706a2,loyal,İstanbul,Üsküdar,41.04642594615822,28.989098053646618
synth_u_10faf124,explorer,İstanbul,Bakırköy,40.95877556269054,28.85617423360088
synth_u_78ef67f8,loyal,İstanbul,Beşiktaş,41.05005610588568,28.99248498992632
synth_u_2fcea4d5,premium,Ankara,Çankaya,39.87911885911689,32.87226208119255
synth_u_bdc77516,explorer,İstanbul,Şişli,41.039344305983875,29.021495208086108
synth_u_a445e8c4,loyal,İstanbul,Beyoğlu,41.03199118480976,28.942062258943643
synth_u_7c23a269,explorer,İstanbul,Bakırköy,40.95842996137722,28.83858064483751
synth_u_0e0b7b50,loyal,İstanbul,Kadıköy,40.970661919961195,29.01396893384865
synth_u_2f50412c,premium,İstanbul,Beşiktaş,41.02926106698502,28.980932662656638
synth_u_dced9d3a,loyal,İstanbul,Şişli,41.06582224379193,28.962336014001526
synth_u_a74adc8b,healthy,İzmir,Konak,38.43599847134813,27.1550145882541
synth_u_2cd53593,budget,Ankara,Çankaya,39.9186641349269,32.85657904736504
synth_u_e11a3010,loyal,İstanbul,Maltepe,40.92329490322132,29.15086244567932
synth_u_4a7e40b5,loyal,İstanbul,Kadıköy,40.98921567681546,29.006185710626376
synth_u_3f613c1f,premium,İstanbul,Maltepe,40.95597151545205,29.11047440890377
synth_u_f0273083,budget,İstanbul,Beşiktaş,41.062494753623255,29.042861420440488
synth_u_994ab95c,budget,İstanbul,Beyoğlu,41.045603682073526,29.001827229760295
synth_u_6b166274,budget,İstanbul,Kadıköy,41.01622706005526,29.004681492661085
synth_u_3b5474ae,loyal,İstanbul,Üsküdar,41.014358762793506,29.03582172111416
synth_u_944baad2,explorer,İstanbul,Beyoğlu,41.02969434774836,28.982688404119116
synth_u_46b86123,loyal,İstanbul,Şişli,41.06037677559819,29.00907280138412
synth_u_e4607d93,premium,İstanbul,Bakırköy,40.986623162401784,28.862078558847326
synth_u_494fa533,budget,Ankara,Çankaya,39.91005704918629,32.8743127670944
synth_u_86fca4a9,loyal,İstanbul,Beşiktaş,41.03249106282209,29.002834622111667
synth_u_27a1fbb5,loyal,İstanbul,Beyoğlu,41.0192427077292,28.989019069201536
synth_u_ac13966d,loyal,Ankara,Çankaya,39.90964404951088,32.84877433667123
synth_u_04d0d950,loyal,İstanbul,Beşiktaş,41.027134199182846,29.029880015892207
synth_u_1a14a835,budget,İstanbul,Beyoğlu,41.03277350266512,28.956683450178772
synth_u_8b66e067,budget,İzmir,Konak,38.43195467275352,27.139659397889716
synth_u_d74b6ff0,premium,İstanbul,Üsküdar,41.01379125704918,29.038114087553843
synth_u_3076fa64,explorer,İstanbul,Beşiktaş,41.026536753120354,28.9753160988892
synth_u_7ca391c5,loyal,İstanbul,Üsküdar,41.037212937243254,29.01210570199328
synth_u_c282d4a2,budget,İstanbul,Bakırköy,40.97112856580502,28.864615367781763
synth_u_2281bc65,budget,İstanbul,Kadıköy,41.00436564738478,29.047038636534516
synth_u_5829e1e8,explorer,İstanbul,Beşiktaş,41.05923837060395,29.02344077812653
synth_u_06c2864f,budget,İstanbul,Beşiktaş,41.06162899174874,29.00627966767585
synth_u_89787dad,explorer,İzmir,Konak,38.424359584782124,27.159749039997322
synth_u_f79145ca,explorer,İstanbul,Bakırköy,40.9776582791797,28.895468018592442
synth_u_2c6eaf18,explorer,İstanbul,Kadıköy,41.01034026539369,29.024124379022783
synth_u_1a0015a6,loyal,İstanbul,Beşiktaş,41.057809450558594,29.008296085422895
synth_u_9d3bd526,loyal,İstanbul,Kadıköy,40.9792177378845,29.011351987114608
synth_u_5df1029b,loyal,İstanbul,Kadıköy,40.97192598151422,29.01932388486584
synth_u_7c08d2d8,budget,İstanbul,Kadıköy,40.98580537133333,29.03075148301806
synth_u_84a3d5c6,loyal,İstanbul,Sarıyer,41.16082577365768,29.066172507763678
synth_u_44982f4e,explorer,Ankara,Çankaya,39.90749137009784,32.86117792354974
synth_u_3e8a3e78,healthy,İstanbul,Şişli,41.08046981307938,29.011167333760874
synth_u_1ad7c636,loyal,İstanbul,Beyoğlu,41.04148122102385,28.95717341998592
synth_u_a104f80a,explorer,İstanbul,Beyoğlu,41.029892281256544,28.989301715003045
synth_u_2985cb85,budget,İstanbul,Sarıyer,41.189477925441565,29.0813179250281
synth_u_dbd5cb6b,loyal,İstanbul,Şişli,41.06278064773107,28.953199431250553
synth_u_9788c11e,loyal,İstanbul,Sarıyer,41.14959616359532,29.029578182064142
synth_u_f490fdf6,loyal,İstanbul,Beşiktaş,41.05692052475103,29.000737110919548
synth_u_71b6e243,loyal,İstanbul,Kadıköy,40.96482071821892,29.030522889833534
synth_u_5902b9d3,healthy,İstanbul,Kadıköy,41.01551814069062,28.994776814434047
synth_u_256cd0f7,premium,İstanbul,Beşiktaş,41.01687459553083,28.98448663110924
synth_u_a18469c7,budget,İstanbul,Kadıköy,41.01500308228198,29.02519600211365
synth_u_422712a7,premium,İstanbul,Kadıköy,40.99659716183194,29.045454533385804
synth_u_4f4e4ca5,premium,İstanbul,Kadıköy,40.98058588754587,29.03333479696139
synth_u_ef1fba0c,loyal,Ankara,Çankaya,39.89665983564461,32.89390733023241
synth_u_4e913568,premium,İstanbul,Bakırköy,40.98427796732979,28.843297017364712
synth_u_4385bef6,explorer,İstanbul,Üsküdar,41.00221649000364,29.049965998669258
synth_u_8e0506f6,premium,İstanbul,Şişli,41.05230383114692,28.987527310286893
synth_u_0040866b,premium,İstanbul,Şişli,41.058770362431915,28.98233450146878
synth_u_360ef938,loyal,İstanbul,Maltepe,40.947105872632754,29.125683925733746
synth_u_27bd1f7f,loyal,İstanbul,Üsküdar,41.02896553265155,29.045364348359655
synth_u_5e70a6af,loyal,İstanbul,Maltepe,40.9408986280575,29.1175853985174
synth_u_1e828c7a,explorer,İstanbul,Kadıköy,41.0114287126488,29.009357464306962
synth_u_8a48b9e7,premium,İstanbul,Üsküdar,41.013856574048184,29.014892078036137
synth_u_a4e48157,premium,İstanbul,Beşiktaş,41.058899046315034,28.997957263276074
synth_u_c14b5012,loyal,İstanbul,Beşiktaş,41.01632168186155,29.041512144337155
synth_u_ddfcff39,explorer,İstanbul,Şişli,41.06228249792334,28.968484638719875
synth_u_536dceb7,explorer,İstanbul,Beyoğlu,41.05173420908823,28.94803764560228
synth_u_256b1686,loyal,İstanbul,Beşiktaş,41.0516627038701,29.000012842039933
synth_u_78973494,loyal,İstanbul,Şişli,41.07259380738993,28.974969959643467
synth_u_d6d06e4d,loyal,İstanbul,Beşiktaş,41.02823448871884,29.0252592007892
synth_u_271443e2,healthy,İstanbul,Beyoğlu,41.05007241132346,28.954637406378637
synth_u_31c248de,loyal,İstanbul,Beşiktaş,41.04764253545734,29.028048809135864
synth_u_12208cae,explorer,İstanbul,Kadıköy,40.97426581503195,29.008184434611813
synth_u_a5c922a0,budget,İstanbul,Bakırköy,40.95721529512692,28.839259933277607
synth_u_e64f75cf,explorer,İstanbul,Bakırköy,40.95719889151127,28.898181003633102
synth_u_eec14188,healthy,İstanbul,Kadıköy,40.97914266633174,29.026175674901083
synth_u_9a1a164d,healthy,İstanbul,Kadıköy,41.01464127550098,29.026105135228637
synth_u_93448ff3,loyal,İstanbul,Kadıköy,40.99779706524065,28.99573290611081
synth_u_0a606f5b,explorer,Ankara,Çankaya,39.880977346399796,32.845056786436814
synth_u_3e25db08,loyal,İstanbul,Üsküdar,41.03841572053208,28.9956463049394
synth_u_c54c61e7,loyal,Ankara,Çankaya,39.892446115271206,32.869037744332616
synth_u_9bda390c,loyal,İstanbul,Üsküdar,41.02862599525649,29.03250167966904
synth_u_1172ec90,budget,İstanbul,Beşiktaş,41.020161484619834,28.990756427927824
synth_u_388639c2,explorer,İstanbul,Kadıköy,40.98812452457393,29.034418038180302
synth_u_dc42c4ae,loyal,İstanbul,Beşiktaş,41.03105504719526,29.03517261265315
synth_u_be157b96,loyal,Ankara,Çankaya,39.91895827171063,32.87161195880296
synth_u_e1a68dfe,healthy,İstanbul,Beşiktaş,41.02197709743032,28.989677400765935
synth_u_52a241dd,loyal,İstanbul,Maltepe,40.912732964154365,29.106395846078993
synth_u_1161ca35,loyal,İstanbul,Maltepe,40.958667163727974,29.125946259961662
synth_u_e389d981,explorer,İstanbul,Bakırköy,41.00132844544563,28.871833806833273
synth_u_505675c5,healthy,İstanbul,Üsküdar,41.0437498859077,29.03210365317289
synth_u_34ae35d1,loyal,İstanbul,Kadıköy,41.0157681676861,29.051758778830685
synth_u_27443d12,budget,İstanbul,Kadıköy,41.00511137189361,29.0507177240025
synth_u_5109aab5,budget,İstanbul,Bakırköy,40.975805449905494,28.88264774304836
synth_u_e8dde896,loyal,İstanbul,Üsküdar,41.02998566051103,29.01470717850826
synth_u_987c210e,budget,İstanbul,Şişli,41.04962747329495,28.9587550078246
synth_u_bbbf52ca,explorer,İstanbul,Bakırköy,40.96595231326278,28.903674868973706
synth_u_057a1642,budget,İstanbul,Kadıköy,40.977416154104986,29.00019525131272
synth_u_7f07cc44,budget,İstanbul,Maltepe,40.90893519283503,29.156729271179614
synth_u_debd808f,explorer,İstanbul,Beşiktaş,41.0353286140082,29.027778994331914
synth_u_8eeea866,loyal,İstanbul,Kadıköy,40.97820844531205,29.001275997909644
synth_u_c541c22d,premium,İstanbul,Bakırköy,40.95693654504663,28.90567626148942
synth_u_11682f6c,loyal,İstanbul,Bakırköy,40.967170277750995,28.836980171439773
synth_u_c3ceb33c,loyal,İzmir,Konak,38.44152053397212,27.126040221053508
synth_u_8afee4f8,loyal,İstanbul,Kadıköy,41.01418665188833,29.012794721550364
synth_u_98c5c04c,explorer,İstanbul,Sarıyer,41.19275916932992,29.028398766470442
synth_u_cb88a91e,budget,İstanbul,Beşiktaş,41.04817176209053,29.027051511557282
synth_u_ef3f6770,loyal,İstanbul,Beşiktaş,41.058476009838,29.0033040185292
synth_u_b067c36a,explorer,İstanbul,Kadıköy,41.00301897203316,29.051867436840705
synth_u_2daca201,loyal,İstanbul,Beyoğlu,41.01690515775042,28.9799647370519
synth_u_822926bf,budget,İstanbul,Maltepe,40.92926270563318,29.161271783204057
synth_u_f430dd14,loyal,İstanbul,Beşiktaş,41.03647409994214,29.034915052222228
synth_u_46cef8ad,budget,İstanbul,Bakırköy,40.98849339897433,28.89409618600539
synth_u_5d98c8a9,explorer,İstanbul,Maltepe,40.94411724331895,29.105407167727495
synth_u_5e2bf8e7,healthy,İzmir,Konak,38.41011863264494,27.101128436922128
synth_u_fe2da698,loyal,Ankara,Çankaya,39.877202572860284,32.83772613319323
synth_u_edc0a5bc,loyal,İstanbul,Kadıköy,41.00601758331206,29.010872733952304
synth_u_2c649053,loyal,İstanbul,Üsküdar,41.041714340127065,29.040544201500506
synth_u_7120b2ea,healthy,İstanbul,Beşiktaş,41.05462256352557,29.027991037850096
synth_u_0448b675,premium,İstanbul,Kadıköy,40.99788978469485,29.05784371315921
synth_u_3309bb0b,loyal,İstanbul,Şişli,41.03759422304774,28.996687961693606
synth_u_e100575d,budget,İstanbul,Bakırköy,40.99920670605679,28.839293961389263
synth_u_e6f9f3dd,premium,İstanbul,Şişli,41.040141610578345,28.989334215443087
synth_u_0e834672,explorer,İstanbul,Beşiktaş,41.02523618135475,29.01724715403313
synth_u_92a4dc89,explorer,İstanbul,Beşiktaş,41.06511508194722,28.983822645739654
synth_u_2a1b97b5,loyal,İstanbul,Şişli,41.06831841714954,29.015696499517485
synth_u_b8a99cd5,loyal,İstanbul,Üsküdar,41.004212195787666,29.011125113514865
synth_u_e5e77a23,premium,İstanbul,Beşiktaş,41.06777454447694,29.02303955680421
synth_u_23fb82b4,healthy,İstanbul,Beşiktaş,41.036567202646886,29.00819654049744
synth_u_b08140fb,budget,İstanbul,Şişli,41.0482660751468,29.00138569120326
synth_u_4511b919,loyal,İstanbul,Üsküdar,41.0105097502799,29.02002361660707
synth_u_e8412778,loyal,İzmir,Konak,38.44139551101182,27.145614866774213
synth_u_f611385b,budget,İstanbul,Beşiktaş,41.0591206463538,28.989261369256067
synth_u_438ee09d,premium,İstanbul,Üsküdar,41.034642074414634,29.026704880614016
synth_u_608a473b,premium,Ankara,Çankaya,39.91131030318327,32.84933684323469
synth_u_571e385a,budget,İstanbul,Şişli,41.039376313860565,29.016464931071813
synth_u_ba2645aa,budget,İstanbul,Kadıköy,40.97091674582415,29.03052208140638
synth_u_79474495,loyal,Ankara,Çankaya,39.92126338484148,32.8456753899788
synth_u_7ba8c74c,loyal,İstanbul,Beşiktaş,41.06282145726081,29.031204006128334
synth_u_7b62586b,premium,İstanbul,Kadıköy,41.01601622753853,29.053490506955594
synth_u_3c7250e5,budget,İstanbul,Şişli,41.07798889090362,28.991208561539935
synth_u_ac86f5d4,loyal,İstanbul,Kadıköy,40.99277688152806,29.02446212213713
synth_u_b752c04f,loyal,İstanbul,Beşiktaş,41.03636894590662,29.01932967122472
synth_u_0442b33f,budget,İstanbul,Beşiktaş,41.01712565673765,29.03693768205798
synth_u_59748d4d,loyal,İstanbul,Üsküdar,41.030681209764296,29.02500128550281
synth_u_bfe52a5b,loyal,İstanbul,Beşiktaş,41.037843019232184,28.983583220956948
synth_u_3e7fb83f,explorer,İstanbul,Beyoğlu,41.0141265945201,29.004951532576854
synth_u_90b4fb6f,budget,İstanbul,Şişli,41.08359085234659,29.00118532013118
synth_u_500c1ee2,budget,İstanbul,Bakırköy,40.95872556229243,28.865705921145558
synth_u_3d740f84,loyal,İstanbul,Üsküdar,41.04643259814669,28.999519040716763
synth_u_8bbee39a,budget,İstanbul,Şişli,41.083654333505486,29.0125811077568
synth_u_60f145aa,loyal,İstanbul,Şişli,41.08101330877971,28.997482179036375
synth_u_8aaa68a8,loyal,İstanbul,Beşiktaş,41.02237620103175,29.034343149766073
synth_u_818b6d58,budget,İstanbul,Beşiktaş,41.05034015775836,29.043162731331755
synth_u_4186992a,budget,İstanbul,Beşiktaş,41.02257966947611,29.01402823138153
synth_u_20367cf6,premium,İstanbul,Beyoğlu,41.04056935586927,28.99963380549553
synth_u_54f96a29,budget,İstanbul,Kadıköy,41.01245032625037,28.992096895884437
synth_u_f9e07988,explorer,İstanbul,Beyoğlu,41.05203588235447,28.94924678770653
synth_u_fb1b245b,loyal,İstanbul,Şişli,41.07489089375426,28.99346958686171
synth_u_81f64ce8,explorer,İstanbul,Kadıköy,41.00386584091644,29.02956804531607
synth_u_55456d19,loyal,İstanbul,Şişli,41.05184264723338,28.993814622581148
synth_u_c3806c3c,loyal,Ankara,Çankaya,39.87871702902157,32.8827570157646
synth_u_4a45eb29,healthy,İstanbul,Şişli,41.084382496384976,28.955616953074074
synth_u_32c58c4d,explorer,İstanbul,Şişli,41.038108747550226,29.00232638303342
synth_u_35b72d03,premium,İstanbul,Kadıköy,40.996653914791,28.996597493148645
synth_u_81a74938,budget,İstanbul,Üsküdar,41.03416771872575,29.006767156867394
synth_u_88cccfdf,budget,İstanbul,Şişli,41.064998745488396,28.95836636304735
synth_u_843637e3,explorer,İstanbul,Üsküdar,41.043116552057526,29.01897801536481
synth_u_5fc72cde,explorer,Ankara,Çankaya,39.89874127411767,32.885870931525965
synth_u_cf7e28aa,explorer,İstanbul,Kadıköy,40.98684129763573,29.039523758630235
synth_u_f14e6040,loyal,İstanbul,Bakırköy,40.97600907489671,28.84253260244676
synth_u_6b0a049a,budget,İstanbul,Kadıköy,41.0037078918102,29.05002652466766
synth_u_2289a559,loyal,İzmir,Konak,38.42253423684161,27.1404295201527
synth_u_175aa29c,loyal,İstanbul,Üsküdar,41.036228878391974,29.041672700028247
synth_u_84ef0c05,budget,İstanbul,Beşiktaş,41.03266210265339,28.980990495449657
synth_u_687bf555,loyal,İstanbul,Üsküdar,41.00779431724906,28.987230020453413
synth_u_8c75d059,healthy,İstanbul,Maltepe,40.939905405639536,29.15228254387576
synth_u_6f5a7d06,healthy,İstanbul,Maltepe,40.94203909624515,29.140510522198237
synth_u_bf76767c,healthy,İstanbul,Üsküdar,41.033157902046256,28.981550906211123
synth_u_583717aa,explorer,İstanbul,Beşiktaş,41.03414187333931,28.974003153745528
synth_u_d56e4de2,loyal,İstanbul,Şişli,41.039941873197364,28.996646683244435
synth_u_2593d6ac,healthy,İstanbul,Beyoğlu,41.0292078057137,28.97387819385646
synth_u_6779f7d0,explorer,İstanbul,Bakırköy,40.992364087565775,28.876639548576254
synth_u_a1a93d6d,healthy,İstanbul,Kadıköy,41.00455329076351,28.995457443424684
synth_u_d28b40f4,healthy,İstanbul,Üsküdar,41.021924957021135,29.01114763955491
synth_u_41d14a36,premium,İstanbul,Beyoğlu,41.02753096516113,28.94931582801254
synth_u_1e1e5483,loyal,İstanbul,Beyoğlu,41.044934192364124,28.944623985446622
synth_u_3a9e60fa,explorer,İstanbul,Kadıköy,40.97482287158669,29.059590695100777
synth_u_72a317ce,premium,İstanbul,Beşiktaş,41.02225861317327,29.00921260942304
synth_u_e13cb36a,loyal,İstanbul,Şişli,41.07030925748015,28.98711880680049
synth_u_adf730be,loyal,İstanbul,Kadıköy,41.0103548303796,28.99492319891628
synth_u_41fcf00e,explorer,İstanbul,Kadıköy,40.980695169225804,29.022635883036422
synth_u_39d5481c,healthy,İstanbul,Şişli,41.03849856068453,28.9527517118843
synth_u_949bad54,budget,Ankara,Çankaya,39.90124307577804,32.87616048693333
synth_u_796736d3,explorer,İstanbul,Sarıyer,41.15292521485529,29.05318134433259
synth_u_c543f6b6,loyal,İstanbul,Sarıyer,41.180086747376464,29.02680766504078
synth_u_57e79a82,budget,İstanbul,Üsküdar,41.02435431463636,28.99336911731428
synth_u_ebdc962a,healthy,İzmir,Konak,38.42706178249565,27.104393489709892
synth_u_a66c4221,loyal,İstanbul,Beşiktaş,41.048335080285035,29.028049339498054
synth_u_19c383f9,explorer,İzmir,Konak,38.42611614984423,27.12621305752533
synth_u_13d7da37,premium,İstanbul,Şişli,41.082227257210036,28.991723213359464
synth_u_e94c82e8,budget,İstanbul,Beşiktaş,41.06825800347071,28.99622287999279
synth_u_b6a16951,budget,İstanbul,Şişli,41.04864164514265,28.970947063055927
synth_u_1d55c671,budget,İstanbul,Kadıköy,40.9887320262944,28.994586977885845
synth_u_3c5a95d2,explorer,İstanbul,Kadıköy,41.010489191022984,29.053143385851858
synth_u_92877ce8,loyal,İstanbul,Şişli,41.06364213013033,29.01966242765619
synth_u_fa2b60e8,premium,İstanbul,Şişli,41.07604680636205,28.997984750145825
synth_u_949391dd,premium,İstanbul,Beyoğlu,41.060641749127925,28.973654418210923
synth_u_541a3d96,premium,İstanbul,Kadıköy,40.99869876168344,28.994696894262656
synth_u_b74a90bb,healthy,İstanbul,Şişli,41.06052962352787,28.962636587655325
synth_u_470a138b,explorer,İstanbul,Şişli,41.0741359345175,28.99992461560262
synth_u_54a70f34,explorer,İstanbul,Üsküdar,40.99923577590701,28.986247565596603
synth_u_157a2d7f,budget,İstanbul,Beşiktaş,41.06180358162078,29.042683747876794
synth_u_77bfde6a,budget,İstanbul,Şişli,41.06377240619386,28.961395127010956
synth_u_5f92dcfc,budget,İstanbul,Üsküdar,41.03146406253671,28.988715497607192
synth_u_6cb37482,budget,İstanbul,Beşiktaş,41.036134016543585,29.030303086651507
synth_u_0e4ad535,premium,İstanbul,Maltepe,40.948806739034026,29.143566919073088
synth_u_a63b7125,loyal,İstanbul,Üsküdar,41.023158837103935,28.980782660935226
synth_u_ef7f9241,explorer,İstanbul,Beşiktaş,41.06699828473159,29.008416052238196
synth_u_0952594a,loyal,İstanbul,Kadıköy,40.97976173522457,29.04833295670387
synth_u_64dd58ce,explorer,İstanbul,Sarıyer,41.18753957651311,29.01360826309377
synth_u_c6d084ee,loyal,İstanbul,Üsküdar,41.02795656438225,28.990528245863736
synth_u_a4ff204b,explorer,İstanbul,Maltepe,40.95260506592645,29.106368396751897
synth_u_3113e280,explorer,İstanbul,Şişli,41.071169495880575,29.02076333182585
synth_u_80178829,loyal,İstanbul,Bakırköy,40.974639349353154,28.87423512280376
synth_u_296bf9f0,explorer,İstanbul,Maltepe,40.95773645071013,29.108406006082088
synth_u_c6ccedab,loyal,İzmir,Konak,38.417128647483295,27.113644040318434
synth_u_354fd2af,loyal,İstanbul,Şişli,41.04103287422951,28.965572273728426
synth_u_2a6a5548,premium,İstanbul,Beşiktaş,41.05043129925429,29.03621254345787
synth_u_0746e2d7,explorer,İstanbul,Bakırköy,40.97825996689473,28.844927761797003
synth_u_504bdc9e,loyal,İstanbul,Beşiktaş,41.064708443728556,28.984125872185814
synth_u_25581506,explorer,Ankara,Çankaya,39.92051909491111,32.88990215680907
synth_u_f87de70a,budget,İstanbul,Şişli,41.05248710744211,28.978939606597194
synth_u_fbfaf35a,loyal,İstanbul,Kadıköy,41.01408788674324,29.051989203939087
synth_u_0e543736,budget,İstanbul,Kadıköy,40.96584341573605,29.057590712016122
synth_u_5a0720be,loyal,İstanbul,Kadıköy,41.00191006352914,29.02401923183839
synth_u_c728b570,loyal,İstanbul,Kadıköy,40.97542998618748,29.002601283602186
synth_u_4fbec6b6,explorer,İstanbul,Şişli,41.07422825041272,28.96829225201755
synth_u_5c52851b,explorer,İstanbul,Şişli,41.07518643830483,28.984025609898755
synth_u_0c1f75ec,budget,İstanbul,Beyoğlu,41.037848853206164,28.98665607191695
synth_u_f5b435b4,budget,İstanbul,Kadıköy,40.98697507530288,29.0359217816282
synth_u_ac291dab,healthy,İstanbul,Beşiktaş,41.051892697455116,29.01108311200993
synth_u_a61952a6,explorer,İstanbul,Beyoğlu,41.036296091707015,29.012194503249848
synth_u_9a0a8327,loyal,İstanbul,Sarıyer,41.14212618514415,29.0386775877838
synth_u_dcfa67c7,budget,İstanbul,Kadıköy,41.00639567655565,29.01658594506138
synth_u_ef1da9d4,loyal,İstanbul,Kadıköy,40.99522720657071,29.046081375759243
synth_u_962295f2,explorer,İstanbul,Beyoğlu,41.05284642516519,28.953916441731355
synth_u_7e0aca91,loyal,İstanbul,Bakırköy,40.98452085663559,28.89410254240492
synth_u_6b9aa3c6,loyal,Ankara,Çankaya,39.878372096767556,32.8417732146131
synth_u_9bbfaa93,healthy,İstanbul,Beşiktaş,41.0325338315101,29.002105831783417
synth_u_dd6e1659,premium,İstanbul,Kadıköy,40.99874056750274,29.01238290305646
synth_u_b8ff5d19,budget,İstanbul,Şişli,41.039001351797,28.977638709207497
synth_u_d5770142,explorer,Ankara,Çankaya,39.89727269017625,32.89617997145193
synth_u_b47ee24a,loyal,İstanbul,Şişli,41.07536977731766,28.970376939499147
